Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony
"Harijan colony DDA flats kalka ji,Kalkaji, New Delhi","1 BHK Independent House for sale in Kalkaji, New Delhi",₹70.0 L,"Harijan colony DDA flats kalka ji,Kalkaji, New Delhi",150,46670.0,"A 1 BHK Independent House for sale in Kalkaji, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Kalkaji's most desired properties. Contact now for more information. The price of this Independent House is Rs 70.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 150 Square feet. There are 1 bedroom. There is provision for 3 bathroom. Regular water supply is available in this property. This residential property is near Gyan Mandir Public School, Lakshmi Sangeet Academy, and Sant Nirankari Public Sch...",1,No
"anand bhawan,Manglapuri, New Delhi","4 BHK Flat for sale in Manglapuri, New Delhi",₹1.2 Cr,"anand bhawan,Manglapuri, New Delhi",2287,5250.0,"Best 4 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Delhi's top location, Sector 8 Dwarka. It is situated on floor 2. The total number of floors in this Apartment is 4. The property price of this unit is Rs 1.2 Cr. Monthly maintenance costs Rs 0. The built-up area is 2287 Square feet. It is an ideal location for young families with kids, as this property is close to Government School, Guru Harkrishan Model School, and New bharti public school - Nasir pur. Healthcare facility is also close a...",4,Yes
"anand bhawan,Manglapuri, New Delhi","4 BHK Flat for sale in Manglapuri, New Delhi",₹1.4 Cr,"anand bhawan,Manglapuri, New Delhi",2287,6120.0,"4 BHK Apartment for sale in Sector 8 Dwarka, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sector 8 Dwarka which is a promising investment destination in Delhi. This might be your chance to grab the best 4 BHK property for sale in Sector 8 Dwarka. The property is on floor 4 and the total number of floors is 4. This 4 BHK Apartment is available at a reasonable price of Rs 1.4 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 2287 Square feet. It enjoys a strategic location with many r...",4,Yes
"Bakkarwala, New Delhi","1 BHK Independent House for sale in Bakkarwala, New Delhi",₹10.0 L,"Bakkarwala, New Delhi",225,4440.0,"Looking for a 1 BHK Independent House for sale in Delhi? Your search ends here. Buy this 1 BHK property in Delhi's finest location, Bakkarwala. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 10.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 225 Square feet. There are a number of reputed schools in the vicinity such as G Block Primery School, MCD Primary School, and MCD School. Medical facility is also close at hand with names like Eyes hospital, Dgd Bakkarwala, and Di...",1,Yes
"Rajiv Nagar, Mandoli,New Delhi","3 BHK Independent House for sale in Mandoli, New Delhi",₹90.0 L,"Rajiv Nagar, Mandoli,New Delhi",900,10000.0,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Delhi's top location, Mandoli. The property price of this unit is Rs 90.0 L. Monthly maintenance costs Rs 0. The built-up area is 900 Square feet. It is an ideal location for young families with kids, as this property is close to Sky High Academy, Mere Yar Kamine, and Mandoli International School. Healthcare facility is also close at hand with DR LAL'S CLINIC, Rajiv Gandhi Super Speciality Hospital, and Steam Bath & Sauna bath near...",3,Yes
DDA Janta Flats,"1 BHK Flat for sale in Sector 17 Rohini, New Delhi",₹19.99 L,"Sector 17 Rohini, New Delhi",280,7140.0,"Looking for a 1 BHK Apartment for sale in Delhi? Your search ends here. Buy this 1 BHK property in Delhi's finest location, Rohini. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 1 floors. This Apartment is available at a reasonable price of Rs 19.99 L. Maintenance charges in this property is Rs 10. The built up area of this property is 280 Square feet. It is spacious for a family and this property has a carpet area of 225 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Titiksha Public ...",1,No
"Uttar Pitampura ,Dakshini Pitampura, Pitampura,New Delhi","2 BHK Flat for sale in Pitampura, New Delhi",₹70.0 L,"Uttar Pitampura ,Dakshini Pitampura, Pitampura,New Delhi",700,10000.0,"Overlooking park, near huge district park. Schools, metro and road connectivity is excellent More About This Property Looking for a 2 BHK Apartment for sale in Delhi? Your search ends here. Buy this 2 BHK property in Delhi's finest location, Pitampura. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 4 floors. This Apartment is available at a reasonable price of Rs 70.0 L. Maintenance charges in this property is Rs 200. The built up area of this property is 700 Square feet. It is spacious for a family and this property has a carpet area of 700 Square...",2,Yes
"Airforce Residential Quarters, Tughlakabad,New Delhi","2 BHK Independent House for sale in Tughlakabad, New Delhi",₹74.0 L,"Airforce Residential Quarters, Tughlakabad,New Delhi",1500,4930.0,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Tughlakabad. The property price of this unit is Rs 74.0 L. Monthly maintenance costs Rs 0. The built-up area is 1500 Square feet. It is an ideal location for young families with kids, as this property is close to New Sangam Public School, SHRI BALAJI VIDYA BHAWAN, and Matri Sudha Gyan VIdya Peeth. Healthcare facility is also close at hand with Batra Hospital & Medical Research Centre, Batra Hospital & Medical ...",3,No
"Narela Mandi, Narela,New Delhi","5 BHK Independent House for sale in Narela, New Delhi",₹1.5 Cr,"Narela Mandi, Narela,New Delhi",2400,6250.0,"Best 5 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 5 BHK property for sale in one of Delhi's top location, Narela. The property price of this unit is Rs 1.5 Cr. The built-up area is 2400 Square feet. There are 5 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Saraswati Shishu Mandir, MC PRIMARY SCHOOL PANA MAMUR PUR NARELA, and Sky Birds Play School. Healthcare facility is also close at hand with Satyawadi Raja Harish Chandra Hospital, Raja Harish Chand Ci...",4,Yes
Ashoka Enclave,"2 BHK Flat for sale in Paschim Vihar, New Delhi",₹75.0 L,"RBI colony, Paschim Vihar,New Delhi",700,10710.0,"2 BHK Apartment for sale in Paschim Vihar, Delhi. This 2 BHK unit is available in Paschim Vihar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Paschim Vihar. It is on floor 2. The total number of floors is 2. The price of this Apartment is Rs 75.0 L. The built-up area is 700 Square feet. This property is at a walking distance from Sri Balaji Action Medical Institute, Sehgal Neo Hospital, and Navjivan Hospital. The city's best schools such as Herbalife ...",2,No
"Rohitash Nagar East, Shahdara,New Delhi","7 BHK Independent House for sale in Shahdara, New Delhi",₹1.6 Cr,"Rohitash Nagar East, Shahdara,New Delhi",2700,5920.0,"7 BHK Independent House for sale in Shahdara, Delhi. This 7 BHK unit is available in Shahdara and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Shahdara. The price of this Independent House is Rs 1.6 Cr. The built-up area is 2700 Square feet. This spacious property has provision for a servant room. There are 7 bedrooms and 4 bathroom. The property is North-facing. It is a thoroughly secure premise with cctv facility. Other facilities include provisions fo...",4,Yes
"Block F, Inder Puri,New Delhi","4 BHK Flat for sale in Inder Puri, New Delhi",₹2.0 Cr,"Block F, Inder Puri,New Delhi",2250,8890.0,"One of the finest property in Inder Puri is now available for sale. This is a 4 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 2 storeyed building. The price of this Apartment is Rs 2.0 Cr. This Apartment is spacious with a built-up area of 2250 Square feet. This property ensures you are a quick distance away from the city's best schools such as A to Z Training Institute, Bloom School, and Kalgidhar National Public School. It is also close to good and reputed hospitals like Army Hospital, Army Base Hospital Delhi, and Kalra Hospital",4,Yes
"Pocket A, Jhilmil Colony,New Delhi","2 BHK Flat for sale in Jhilmil Colony, New Delhi",₹1.0 Cr,"Pocket A, Jhilmil Colony,New Delhi",900,11110.0,"East facing balcony , ample parking space, modular almirahs and kitchen, biggest balcony in whole building100 sqft approx.

Very close to Metro Station, near Oswal Bhawan, shwetamber jain Mandir, 

Gated community with CC tv surveillance, Near Yamuna Sports Complex, ideal for fitness freaks, Mandir and park in the Vicinity. On the main Road, BBQ Nation and Leela within 500 meters. More About This Property Check out this 2 BHK Apartment for sale in Jhilmil Colony, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a mo...",3,No
"Budh Vihar Phase II, Budh Vihar,New Delhi","2 BHK Independent House for sale in Budh Vihar, New Delhi",₹30.0 L,"Budh Vihar Phase II, Budh Vihar,New Delhi",713,4210.0,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Budh Vihar. The property price of this unit is Rs 30.0 L. The built-up area is 713 Square feet. There are 2 bedrooms and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Remal Public School, Decent Public Senior Secondary School, and B. R. Tyagi Public school. Healthcare facility is also close at hand with Dr. Baba Saheb Ambedkar Hospital, Sanjay Gandhi Memorial Ho...",2,Yes
DDA RWA East Of Kailash DDA Flats,"2 BHK Flat for sale in East Of Kailash, New Delhi",₹95.0 L,"Kailash Hills, East Of Kailash,New Delhi",900,10550.0,"2 BHK Apartment for sale in Delhi. This property is in East Of Kailash, which is a coveted investment location. This tastefully designed 2 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 1.25 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 900 Square feet. It has 1 bathroom and 2 bedrooms. Some of th...",3,No
"Everest appartment Kalkaji Extension ,Kalkaji Extension, New Delhi","2 BHK Flat for sale in Kalkaji Extension, New Delhi",₹70.0 L,"Everest appartment Kalkaji Extension ,Kalkaji Extension, New Delhi",950,7370.0,"Property for sale in Kalkaji, Delhi. This 2 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 3. The total number of floors in this building is 3. This Apartment's price is Rs 70.0 L. The built-up area is 950 Square feet. The property has 2 bedrooms and 1 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Apollo Cradle Royale, Apollo Spectra Hospitals, and Indraprastha Apollo Hospital. Schools like BIPRA INSTITUTE OF PROFESSIONALS(KALKAJI BRAN...",3,No
"Devli, Sangam Vihar,New Delhi","1 BHK Independent House for sale in Sangam Vihar, New Delhi",₹16.0 L,"Devli, Sangam Vihar,New Delhi",222,7210.0,"Property for sale in Sangam Vihar, Delhi. This 1 BHK Independent House is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 16.0 L. The built-up area is 222 Square feet. The property has 1 bedroom and 1 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Batra Hospital & Medical Research Centre, Batra Hospital & Medical Research Centre, and Dr. Sunder Lal Memorial Hospital. Schools like Lucknow Public School, Government Girls Senio...",1,Yes
Panchwati Apartment,"8 BHK Flat for sale in Vikaspuri, New Delhi",₹4.0 Cr,"Panchvati Apartment, Vikaspuri,New Delhi",4000,10000.0,"Beautiful appartment flat with lift parking and security . Superb location , serenic and modern facilities More About This Property 8 BHK Apartment for sale in Vikaspuri, Delhi. This 8 BHK unit is available in Vikaspuri and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Vikaspuri. It is on floor 3. The total number of floors is 7. The price of this Apartment is Rs 4.0 Cr. It is a good, spacious Apartment unit with carpet area of 3800 Square feet. The built...",5,Yes
"Gautam Nagar, New Delhi","3 BHK Independent House for sale in Gautam Nagar, New Delhi",₹1.4 Cr,"Gautam Nagar, New Delhi",1070,13080.0,"3 BHK Independent House for sale in Gautam Nagar, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Gautam Nagar which is a promising investment destination in Delhi. This might be your chance to grab the best 3 BHK property for sale in Gautam Nagar. This 3 BHK Independent House is available at a reasonable price of Rs 1.4 Cr. Residents also need to pay maintenance charges of Rs 1500. It is a very spacious property, spread over 1070 Square feet. The built-up area is 1070 Square feet. This property has provisio...",3,Yes
DDA Mig,"2 BHK Flat for sale in Sector 24 Dwarka, New Delhi",₹74.0 L,"Sector 24 Dwarka, New Delhi",1300,5690.0,"Looking for a good 2 BHK Apartment in Sector 24 Dwarka, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 4. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 74.0 L. This modern unit has a built-up area of 1300 Square feet. It is very close to some of city's best hospitals, such as, Venkateshwar Hospital, Centre for Sight Eye Institute, and chanandevi Hospital. Established schools, such as Residential School, Hamilton International School, and Jk Business Schoo...",3,Yes
"Mahavir Enclave Part 1, Mahavir Enclave,New Delhi","4 BHK Flat for sale in Mahavir Enclave, New Delhi",₹80.0 L,"Mahavir Enclave Part 1, Mahavir Enclave,New Delhi",1350,5920.0,"Property for sale in Mahavir Enclave, Delhi. This 4 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price is Rs 80.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 1350 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as DIC Diagnostic and Imaging Centre, Aakash Healthcare: Super Speciality Hospital -Dwarka, and Centre for Sight Eye In...",3,Yes
DDA Flats,"1 BHK Flat for sale in Sector 35 Rohini, New Delhi",₹16.0 L,"Sector 35 Rohini, New Delhi",366,4370.0,"One of the finest property in Sector 35 Rohini is now available for sale. This is a 1 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. The price of this Apartment is Rs 16.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 366 Square feet. This property ensures you are a quick distance away from the city's best schools such as Goodluck Mordern Public School, CRSM Public School, and Jain Public School. It is also close to good and reputed hospitals lik...",1,No
"New Seelampur, Shahdara,New Delhi","5 BHK Independent House for sale in Shahdara, New Delhi",₹80.0 L,"New Seelampur, Shahdara,New Delhi",450,17780.0,"5 BHK Independent House for sale in Shahdara, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Shahdara which is a promising investment destination in Delhi. This might be your chance to grab the best 5 BHK property for sale in Shahdara. This 5 BHK Independent House is available at a reasonable price of Rs 80.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 450 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Sharp Sight C...",2,No
"Feroze Shah Kotla, Vikram Nagar,New Delhi","2 BHK Independent House for sale in Vikram Nagar, New Delhi",₹1.25 Cr,"Feroze Shah Kotla, Vikram Nagar,New Delhi",650,19230.0,"One of the finest property in Vikram Nagar is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 1.25 Cr. Other charges when you move into this property include maintenance, which is Rs 500. This Independent House is spacious with a built-up area of 650 Square feet. There are 2 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Lady Noyce Senior Secondary School for Deaf, Boys Hostel, and Nursery Primary Badhir School. It is also close to ...",2,Yes
"chhattarpur Birla farm,Chhattarpur, New Delhi","1 RK Flat for sale in Chhattarpur, New Delhi",₹10.5 L,"chhattarpur Birla farm,Chhattarpur, New Delhi",300,3500.0,"It’s fully furnished 1 RK spacious flat 
Modular Kitchen with steel basket drawers and cabinets and exhaust fan, 2 burner gas stove with cylinder and regulator, one fridge 
Bathroom  with western  seat and washbasin with mixer tap.  
Big room which can accommodate one double bed and 5 seater L sofa 
Furniture——- 
One folding double bed with mattress and 2 pillows, one big  dressing table with storage and stool,
 2 plastic chairs with one round table,
 One semi automatic LG washing machine, one almirah, one celing fan is there in RK.
Location——-
It’s in a very calm location last flat of the str...",1,No
DDA E2 Vasant Kunj,"1 BHK Flat for sale in Vasant Kunj, New Delhi",₹52.0 L,"Sector D, Vasant Kunj,New Delhi",650,8000.0,"Property for sale in Vasant Kunj, Delhi. This 1 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 4. This Apartment's price is Rs 52.0 L. Homebuyers will also need to pay Rs 300 towards maintenance. This Apartment is a spacious unit, with carpet area of 550 Square feet and is ideal for families. The built-up area is 650 Square feet. The property has 1 bedroom and 1 bathroom. This Apartment is strategically located within close distance of famous healt...",2,Yes
"Dda Roh,Sector 6C, Sector 6 Rohini,New Delhi","1 RK Independent House for sale in Sector 6 Rohini, New Delhi",₹52.0 L,"Dda Roh,Sector 6C, Sector 6 Rohini,New Delhi",600,8670.0,"Looking for a 1 RK Independent House for sale in Delhi? Your search ends here. Buy this 1 RK property in Delhi's finest location, Rohini. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 52.0 L. Maintenance charges in this property is Rs 50. The built up area of this property is 600 Square feet. It is spacious for a family and this property has a carpet area of 600 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Vspk International School, Decent Pub...",2,No
"Rohtash Nagar east,Ghonda Patti, Shahdara,New Delhi","5 BHK Independent House for sale in Shahdara, New Delhi",₹80.0 L,"Rohtash Nagar east,Ghonda Patti, Shahdara,New Delhi",475,16840.0,"5 BHK Independent House for sale in Delhi. This property is in Shahdara, which is a coveted investment location. This tastefully designed 5 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 5 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 80.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 475 Square feet. The carpet area is 450 Square feet. It has 3 bathroom and 5 bedrooms. Some of the v...",2,No
"Block J, Saket,New Delhi","4 BHK Flat for sale in Saket, New Delhi",₹3.75 Cr,"Block J, Saket,New Delhi",1500,25000.0,"A 4 BHK Apartment for sale in Saket, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Saket's most desired properties. Contact now for more information. This 4 BHK unit is on floor 1. There are 2 floors in this property. The price of this Apartment is Rs 3.75 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 1500 Square feet. There are 4 bedrooms. This residential property is near St. Mary's Junior School, Master Mind Public School, and Apeejay School. It is also close to Max Super Speciality Hos...",3,No
"Block J, Saket,New Delhi","7 BHK Independent House for sale in Saket, New Delhi",₹7.45 Cr,"Block J, Saket,New Delhi",2100,35480.0,"7 BHK Independent House for sale in Delhi. This property is in Saket, which is a coveted investment location. This tastefully designed 7 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 7 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 2. The total number of floors in this Independent House is 2. The price of the Independent House is Rs 7.45 Cr. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 2100 ...",4,Yes
"Aya Nagar Extension, Aya Nagar,New Delhi","3 BHK Independent House for sale in Aya Nagar, New Delhi",₹42.0 L,"Aya Nagar Extension, Aya Nagar,New Delhi",1354,3100.0,"A 3 BHK Independent House for sale in Aya Nagar, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Aya Nagar's most desired properties. Contact now for more information. The price of this Independent House is Rs 42.0 L. Each unit has a built-up area of 1354 Square feet. There are 3 bedrooms. There is provision for 5 bathroom. This residential property is near Onstage Guitar Shop, Shiv Nadar School, and Pk Coaching. It is also close to Neelkanth Hospitals Pvt Ltd: Best IVF Centre in Gurgaon, QI Spine Clinic - Orthopedi...",3,Yes
"shailputri apartment ,Ganesh Nagar II, Ganesh Nagar,New Delhi","1 BHK Flat for sale in Ganesh Nagar, New Delhi",₹29.0 L,"shailputri apartment ,Ganesh Nagar II, Ganesh Nagar,New Delhi",405,7160.0,"Looking for a 1 BHK Apartment for sale in Delhi? Your search ends here. Buy this 1 BHK property in Delhi's finest location, Shakarpur. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 4 floors. This Apartment is available at a reasonable price of Rs 29.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 405 Square feet. There are a number of reputed schools in the vicinity such as Kiddies public school, Sant Nirmal Public School, and Jaiswal Classes. Medical facility is also close at hand with names like Indrapras...",2,Yes
"Karkardooma village,Karkardooma, Anand Vihar,New Delhi","2 BHK Flat for sale in Anand Vihar, New Delhi",₹35.0 L,"Karkardooma village,Karkardooma, Anand Vihar,New Delhi",750,4670.0,"Free bike parking available inside flat. Paid car parking available near flat. All furniture included in flat price. Price is negotiable. Thanks More About This Property 2 BHK Apartment for sale in Anand Vihar, Delhi. This 2 BHK unit is available in Anand Vihar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Anand Vihar. It is on floor 1. The total number of floors is 4. The price of this Apartment is Rs 35.0 L. Residents in this project also pay monthl...",2,No
DDA Flat,"2 RK Flat for sale in Pandav Nagar, New Delhi",₹45.0 L,"Pandav Nagar, New Delhi",585,7690.0,"Looking for a good 2 RK Apartment in Pandav Nagar, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 4. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 45.0 L. This modern unit has a built-up area of 585 Square feet. It is very close to some of city's best hospitals, such as, Indraprastha Apollo Hospital, Radix Healthcare, and Dr Shuchi's Ultrasound Clinic. Established schools, such as Juneja Academy, Pranjay Sangeet Bharti, and Varenya Hostel are also close-b...",2,Yes
"Dharampura, Najafgarh,New Delhi","3 BHK Independent House for sale in Najafgarh, New Delhi",₹45.0 L,"Dharampura, Najafgarh,New Delhi",675,6670.0,"Looking for a good 3 BHK Independent House in Najafgarh, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 45.0 L. This modern unit has a built-up area of 675 Square feet. It is very close to some of city's best hospitals, such as, BG Clinic - Neurologist, Gynaecologist and Physician, Indus Valley Hospitals CGHS panel, and Janki Hospital. Established schools, such as Vidya Mandir Study Point, Dev Public School, and Hind Bal Mandir Sec. School are also close-...",2,Yes
DDA Flat,"2 RK Flat for sale in Pandav Nagar, New Delhi",₹42.0 L,"Pandav Nagar, New Delhi",585,7180.0,"A 2 RK Apartment for sale in Pandav Nagar, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 2 RK unit with all the modern-day comforts is one of Pandav Nagar's most desired properties. Contact now for more information. This 2 RK unit is on floor 3. There are 4 floors in this property. The price of this Apartment is Rs 42.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 585 Square feet. There are 2 bedrooms. This residential property is near Juneja Academy, Pranjay Sangeet Bharti, and Varenya Hostel. It is also close to Indraprastha Apollo Hospital...",2,Yes
"Vishwas Nagar, Shahdara,New Delhi","4 BHK Independent House for sale in Shahdara, New Delhi",₹90.0 L,"Vishwas Nagar, Shahdara,New Delhi",446,20180.0,"A 4 BHK Independent House for sale in Shahdara, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Shahdara's most desired properties. Contact now for more information. Each unit has a built-up area of 446 Square feet. This East-facing property has an excellent view. There are 4 bedrooms. There is provision for 3 bathroom. This residential property is near Project Adda, Marcony Primary School, and M.K Public School. It is also close to Yashoda Super Speciality Hospitals Kaushambi, Kottakkal Ayurvedic Hospital & Researc...",2,No
Bharat Apartments,"4 BHK Flat for sale in Sector 16B Dwarka, New Delhi",₹87.0 L,"Sector 16B Dwarka, New Delhi",1600,5440.0,"4 BHK Apartment for sale in Delhi. This property is in Sector 16 B, Dwarka, which is a coveted investment location. This tastefully designed 4 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 4 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 3. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 87.0 L. Monthly maintenance charges come to Rs 200. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1600 Square fe...",3,No
"DDA Flats Mayur Vihar,Mayur Vihar Phase 3, New Delhi","2 BHK Flat for sale in Mayur Vihar Phase 3, New Delhi",₹60.0 L,"DDA Flats Mayur Vihar,Mayur Vihar Phase 3, New Delhi",650,9230.0,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Mayur Vihar Phase 3. It is situated on floor 2. The total number of floors in this Apartment is 3. The property price of this unit is Rs 60.0 L. Monthly maintenance costs Rs 0. The built-up area is 650 Square feet. It is an ideal location for young families with kids, as this property is close to Father Agnel School, St Eleen School, and Navodaya Vidyalaya Samiti (Headquarters). Healthcare facility is also close at ha...",2,No
"Krishna Nagar, New Delhi","4 BHK Independent House for sale in Krishna Nagar, New Delhi",₹1.3 Cr,"Krishna Nagar, New Delhi",500,26000.0,"Selling 4 bedroom south facing house with 2 bathroom and 2 store rooms.
House is in front of park.
Nearest metro station - preet vihar, nirman vihar, welcome, Krishna nagar metro, karkardooma metro station.(blue line, pink line, red line)
50 Gaj More About This Property Looking for a good 4 BHK Independent House in Krishna Nagar, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. This Independent House is available for Rs 1.3 Cr. This modern unit has a built-up area of 500 Square feet. This property has a good view and is South-facing. There are ...",2,Yes
"Dilshad Colony,Taharpur Village, Dilshad Garden,New Delhi","2 BHK Flat for sale in Dilshad Garden, New Delhi",₹62.0 L,"Dilshad Colony,Taharpur Village, Dilshad Garden,New Delhi",900,6890.0,"Looking for a 2 BHK Apartment for sale in Delhi? Your search ends here. Buy this 2 BHK property in Delhi's finest location, Dilshad Garden. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 3 floors. This Apartment is available at a reasonable price of Rs 62.0 L. Maintenance charges in this property is Rs 200. The built up area of this property is 900 Square feet. It is spacious for a family and this property has a carpet area of 800 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Greenfi...",3,Yes
"Sector 18C, Sector 15 Rohini,New Delhi","3 BHK Flat for sale in Sector 15 Rohini, New Delhi",₹65.0 L,"Sector 18C, Sector 15 Rohini,New Delhi",950,6840.0,"Property for sale in Sector 15 Rohini, Delhi. This 3 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 2. This Apartment's price is Rs 65.0 L. This Apartment is a spacious unit, with carpet area of 900 Square feet and is ideal for families. The built-up area is 950 Square feet. The property has 3 bedrooms and 2 bathroom. This unit enjoys a good view and is a North-East facing property. This Apartment is strategically located within close distance of f...",3,No
DDA Flats,"1 BHK Flat for sale in Sector 3 Dwarka, New Delhi",₹16.5 L,"Sector 3 Dwarka, New Delhi",320,5160.0,"1 BHK Apartment for sale in Sector 3, Dwarka, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sector 3, Dwarka which is a promising investment destination in Delhi. This might be your chance to grab the best 1 BHK property for sale in Sector 3, Dwarka. The property is on floor 2 and the total number of floors is 5. This 1 BHK Apartment is available at a reasonable price of Rs 16.5 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 320 Square feet. It enjoys a strategic location with many...",1,No
